Inserted 5109 records into 'uplinks'.

--- 1. Top 10 devices with highest number of uplinks ---
Device: device-4547, Uplinks: 4
Device: device-4786, Uplinks: 4
Device: device-4604, Uplinks: 4
Device: device-1912, Uplinks: 4
Device: device-1321, Uplinks: 4
Device: device-3413, Uplinks: 4
Device: device-1275, Uplinks: 4
Device: device-1920, Uplinks: 4
Device: device-0626, Uplinks: 4
Device: device-4852, Uplinks: 4

--- 2. Average RSSI and SNR per device (Sorted by lowest RSSI) ---
Device: device-4880, Avg RSSI: -120.00, Avg SNR: 7.57
Gateway: throw-fight-seven, Avg Temp: -5.47, Avg Humidity: 26.77
Gateway: situation-five-they, Avg Temp: 17.88, Avg Humidity: 37.61
Gateway: cultural-change, Avg Temp: 40.22, Avg Humidity: 35.32
Gateway: customer-know-throw, Avg Temp: 12.58, Avg Humidity: 75.85
Gateway: oil-condition, Avg Temp: -0.15, Avg Humidity: 82.68
Gateway: fine-us-say-build, Avg Temp: 4.93, Avg Humidity: 17.12
Gateway: white-vote-thousand, Avg Temp: 17.43, Avg Humidity: 65.31
Gateway: door-similar-these, Avg Temp: 21.51, Avg Humidity: 50.99
Gateway: help-camera-son, Avg Temp: 20.42, Avg Humidity: 47.88
Gateway: media-get-onto, Avg Temp: -9.77, Avg Humidity: 75.42
Gateway: strong-little, Avg Temp: -0.96, Avg Humidity: 84.81
Gateway: reason-walk, Avg Temp: 46.62, Avg Humidity: 37.86
Gateway: speech-life-garden, Avg Temp: 12.54, Avg Humidity: 88.93
Gateway: quality-large-stop, Avg Temp: 48.85, Avg Humidity: 88.51
Gateway: share-run-officer, Avg Temp: -9.33, Avg Humidity: 10.13
Gateway: notice-authority, Avg Temp: 4.72, Avg Humidity: 53.76
Gateway: dog-lead-boy-have, Avg Temp: -3.34, Avg Humidity: 20.52
Gateway: collection-third, Avg Temp: 34.77, Avg Humidity: 61.37
Gateway: republican-better, Avg Temp: 31.34, Avg Humidity: 42.85
Gateway: song-really-mrs, Avg Temp: -6.88, Avg Humidity: 42.25
Gateway: finish-owner-baby, Avg Temp: 4.45, Avg Humidity: 10.85
Gateway: cost-moment-us, Avg Temp: 41.19, Avg Humidity: 72.33
Gateway: exactly-consumer, Avg Temp: 8.42, Avg Humidity: 81.04
Gateway: against-rate-money, Avg Temp: 9.47, Avg Humidity: 85.15
Gateway: bit-still-color, Avg Temp: 35.78, Avg Humidity: 36.16
Gateway: summer-smile-share, Avg Temp: -9.31, Avg Humidity: 11.77
Gateway: laugh-financial, Avg Temp: -6.80, Avg Humidity: 76.05
Gateway: here-ago-situation, Avg Temp: 36.47, Avg Humidity: 83.57
Gateway: stock-candidate, Avg Temp: 23.98, Avg Humidity: 49.87
Gateway: purpose-meet-vote, Avg Temp: -6.09, Avg Humidity: 48.59
Gateway: during-me-whether, Avg Temp: 9.85, Avg Humidity: 37.23
Gateway: morning-bar, Avg Temp: 27.98, Avg Humidity: 20.57
Gateway: relate-so-garden, Avg Temp: 16.33, Avg Humidity: 59.95
Gateway: inside-local-reveal, Avg Temp: 32.62, Avg Humidity: 57.45
Gateway: fund-door-heart, Avg Temp: 20.26, Avg Humidity: 21.00
Gateway: computer-food-team, Avg Temp: 36.01, Avg Humidity: 59.17
Gateway: drive-pm-arm, Avg Temp: 36.35, Avg Humidity: 53.81
Gateway: person-apply-meet, Avg Temp: 4.56, Avg Humidity: 50.11
Gateway: without-apply, Avg Temp: 10.62, Avg Humidity: 27.96
Gateway: degree-turn-beat, Avg Temp: 27.29, Avg Humidity: 70.41
Gateway: decision-sport, Avg Temp: -4.30, Avg Humidity: 71.31
Gateway: history-its-save, Avg Temp: -4.98, Avg Humidity: 88.47
Gateway: put-industry-player, Avg Temp: -2.53, Avg Humidity: 22.53
Gateway: report-citizen, Avg Temp: -7.37, Avg Humidity: 40.96
Gateway: consumer-first, Avg Temp: 7.45, Avg Humidity: 42.13
Gateway: significant, Avg Temp: 22.50, Avg Humidity: 49.57
Gateway: put-best-not-give, Avg Temp: 49.06, Avg Humidity: 13.30
Gateway: this-that-describe, Avg Temp: 39.23, Avg Humidity: 30.65
Gateway: officer-before, Avg Temp: 34.82, Avg Humidity: 70.07
Gateway: kitchen-find-they, Avg Temp: 41.94, Avg Humidity: 55.46
Gateway: run-hundred-true, Avg Temp: 11.56, Avg Humidity: 29.04
Gateway: lead-impact-true, Avg Temp: -5.72, Avg Humidity: 85.42
Gateway: remember-culture, Avg Temp: 45.17, Avg Humidity: 88.76
Gateway: health-close-sister, Avg Temp: 8.57, Avg Humidity: 75.56
Gateway: performance-sister, Avg Temp: 23.71, Avg Humidity: 10.04
Gateway: image-pressure, Avg Temp: 39.20, Avg Humidity: 25.05
Gateway: claim-to-usually, Avg Temp: -5.63, Avg Humidity: 29.50
Gateway: ready-red-along, Avg Temp: 21.65, Avg Humidity: 71.33
Gateway: adult-modern, Avg Temp: 35.08, Avg Humidity: 89.35
Gateway: case-evidence-sport, Avg Temp: 21.74, Avg Humidity: 59.83
Gateway: if-model, Avg Temp: 49.34, Avg Humidity: 23.32
Gateway: sure-true-anything, Avg Temp: -4.53, Avg Humidity: 29.45
Gateway: believe-face-which, Avg Temp: 35.44, Avg Humidity: 26.40
Gateway: american-threat, Avg Temp: 12.12, Avg Humidity: 62.91
Gateway: over-drive-idea, Avg Temp: 38.41, Avg Humidity: 59.92
Gateway: value-first-admit, Avg Temp: 19.08, Avg Humidity: 54.45
Gateway: provide-important, Avg Temp: 43.01, Avg Humidity: 51.41
Gateway: century-treatment, Avg Temp: 36.57, Avg Humidity: 34.67
Gateway: until-old-hard-hear, Avg Temp: 49.74, Avg Humidity: 68.08
Gateway: garden-arrive, Avg Temp: 47.68, Avg Humidity: 36.82
Gateway: budget-myself, Avg Temp: 30.23, Avg Humidity: 71.12
Gateway: sort-until-ability, Avg Temp: 37.50, Avg Humidity: 89.30
Gateway: possible-then, Avg Temp: 2.03, Avg Humidity: 41.23
Gateway: away-question-point, Avg Temp: 17.97, Avg Humidity: 29.76
Gateway: board-green-college, Avg Temp: 3.59, Avg Humidity: 43.49
Gateway: bank-picture, Avg Temp: 35.21, Avg Humidity: 44.49
Gateway: size-figure-enjoy, Avg Temp: 17.64, Avg Humidity: 16.03
Gateway: or-already-voice, Avg Temp: 22.21, Avg Humidity: 63.71
Gateway: stop-maybe-forget, Avg Temp: 46.08, Avg Humidity: 22.44
Gateway: threat-area-mention, Avg Temp: 32.72, Avg Humidity: 88.61
Gateway: hit-think-herself, Avg Temp: 34.24, Avg Humidity: 75.29
Gateway: organization, Avg Temp: 13.05, Avg Humidity: 83.76
Gateway: two-exist-dinner, Avg Temp: 3.45, Avg Humidity: 51.80
Gateway: customer-its-voice, Avg Temp: 35.55, Avg Humidity: 72.29
Gateway: food-window-bed, Avg Temp: -6.08, Avg Humidity: 29.60
Gateway: read-back-field, Avg Temp: 23.80, Avg Humidity: 33.98
Gateway: television-voice, Avg Temp: 45.00, Avg Humidity: 88.46
Gateway: ground-fast, Avg Temp: 24.11, Avg Humidity: 66.53
Gateway: win-key-near, Avg Temp: 40.19, Avg Humidity: 39.76
Gateway: behind-arm-hope, Avg Temp: 32.54, Avg Humidity: 51.24
Gateway: suggest-total-near, Avg Temp: 20.90, Avg Humidity: 73.16
Gateway: push-government, Avg Temp: 43.58, Avg Humidity: 49.29
Gateway: early-pass, Avg Temp: 8.39, Avg Humidity: 63.79
Gateway: subject-theory-once, Avg Temp: -3.75, Avg Humidity: 69.84
Gateway: deep-how-customer, Avg Temp: 38.76, Avg Humidity: 14.83
Gateway: social-subject, Avg Temp: 16.66, Avg Humidity: 70.07
Gateway: sense-money-save, Avg Temp: 1.31, Avg Humidity: 53.36
Gateway: leader-increase, Avg Temp: 27.77, Avg Humidity: 76.43
Gateway: foreign-be-read, Avg Temp: 25.89, Avg Humidity: 28.69
Gateway: popular-spring, Avg Temp: 46.48, Avg Humidity: 11.85
Gateway: pay-project-past-in, Avg Temp: 30.66, Avg Humidity: 33.38
Gateway: join-painting-final, Avg Temp: 28.30, Avg Humidity: 52.33
Gateway: open-stuff-program, Avg Temp: 14.74, Avg Humidity: 64.77
Gateway: guess-start-evening, Avg Temp: 43.42, Avg Humidity: 49.22
Gateway: whose-environment, Avg Temp: -7.12, Avg Humidity: 34.56
Gateway: team-away-page, Avg Temp: 47.93, Avg Humidity: 75.77
Gateway: fish-economy, Avg Temp: 17.78, Avg Humidity: 44.33
Gateway: weight-total-form, Avg Temp: 30.87, Avg Humidity: 20.74
Gateway: campaign-tv-never, Avg Temp: 27.44, Avg Humidity: 57.70
Gateway: owner-board-such, Avg Temp: 38.45, Avg Humidity: 55.48
Gateway: as-until-story-wall, Avg Temp: 46.22, Avg Humidity: 19.40
Gateway: game-tough-decision, Avg Temp: 40.18, Avg Humidity: 50.44
Gateway: interesting, Avg Temp: 6.54, Avg Humidity: 64.41
Gateway: poor-certain-wind, Avg Temp: 38.48, Avg Humidity: 34.67
Gateway: fine-senior-thank, Avg Temp: 26.71, Avg Humidity: 66.13
Gateway: including-trade, Avg Temp: 16.35, Avg Humidity: 50.58
Gateway: congress-state, Avg Temp: 38.02, Avg Humidity: 38.35
Gateway: congress-even, Avg Temp: 16.70, Avg Humidity: 34.11
Gateway: several-share, Avg Temp: 12.97, Avg Humidity: 42.12
Gateway: herself-during-task, Avg Temp: 26.39, Avg Humidity: 68.34
Gateway: difficult-continue, Avg Temp: 35.61, Avg Humidity: 71.08
Gateway: course-whole-charge, Avg Temp: 13.17, Avg Humidity: 45.43
Gateway: ahead-professional, Avg Temp: 21.36, Avg Humidity: 58.23
Gateway: power-sea-risk, Avg Temp: 35.01, Avg Humidity: 59.83
Gateway: majority-minute, Avg Temp: 7.94, Avg Humidity: 51.20
Gateway: than-hour-space, Avg Temp: 24.07, Avg Humidity: 73.91
Gateway: school-look, Avg Temp: 40.34, Avg Humidity: 12.32
Gateway: really-everything, Avg Temp: 5.93, Avg Humidity: 59.37
Gateway: positive-generation, Avg Temp: 28.21, Avg Humidity: 24.89
Gateway: executive, Avg Temp: -3.82, Avg Humidity: 48.35
Gateway: various-serve-who, Avg Temp: 43.35, Avg Humidity: 35.88
Gateway: itself-start-how, Avg Temp: 47.83, Avg Humidity: 31.17
Gateway: already-employee, Avg Temp: -5.32, Avg Humidity: 52.89
Gateway: down-sport-feeling, Avg Temp: -8.61, Avg Humidity: 21.61
Gateway: practice-clearly-if, Avg Temp: 22.95, Avg Humidity: 62.90
Gateway: road-plant-fast, Avg Temp: 7.12, Avg Humidity: 41.37
Gateway: social-election, Avg Temp: 0.38, Avg Humidity: 78.52
Gateway: real-forget-other, Avg Temp: 5.57, Avg Humidity: 68.55
Gateway: defense-authority, Avg Temp: -0.68, Avg Humidity: 37.77
Gateway: his-police-sound, Avg Temp: 8.62, Avg Humidity: 87.55
Gateway: who-past-difference, Avg Temp: -8.52, Avg Humidity: 34.77
Gateway: vote-example, Avg Temp: 16.93, Avg Humidity: 87.08
Gateway: position-technology, Avg Temp: 34.69, Avg Humidity: 23.71
Gateway: improve, Avg Temp: 20.38, Avg Humidity: 87.46
Gateway: where-follow, Avg Temp: -8.12, Avg Humidity: 34.93
Gateway: animal-environment, Avg Temp: 33.10, Avg Humidity: 41.78
Gateway: water-among-total, Avg Temp: 6.18, Avg Humidity: 10.18
Gateway: upon-national-the, Avg Temp: 12.83, Avg Humidity: 79.69
Gateway: institution-may, Avg Temp: 11.29, Avg Humidity: 83.41
Gateway: size-car-painting, Avg Temp: 27.58, Avg Humidity: 35.02
Gateway: building-short, Avg Temp: -3.25, Avg Humidity: 50.05
Gateway: deep-watch-under, Avg Temp: 0.17, Avg Humidity: 38.65
Gateway: oil-son-knowledge, Avg Temp: 1.45, Avg Humidity: 69.62
Gateway: page-democrat-smile, Avg Temp: 42.81, Avg Humidity: 85.58
Gateway: rather-there, Avg Temp: 34.65, Avg Humidity: 19.07
Gateway: gun-language-range, Avg Temp: 22.29, Avg Humidity: 44.16
Gateway: they-policy, Avg Temp: 39.61, Avg Humidity: 61.92
Gateway: that-office-law-eye, Avg Temp: 39.00, Avg Humidity: 71.24
Gateway: present-forget, Avg Temp: 23.07, Avg Humidity: 24.68
Gateway: record-evidence, Avg Temp: 12.36, Avg Humidity: 15.84
Gateway: government-night, Avg Temp: 15.55, Avg Humidity: 76.61
Gateway: born-three-every, Avg Temp: 41.75, Avg Humidity: 50.97
Gateway: skill-forget, Avg Temp: 32.31, Avg Humidity: 75.53
Gateway: set-skill-region, Avg Temp: 19.06, Avg Humidity: 84.20
Gateway: day-old-owner-piece, Avg Temp: 8.25, Avg Humidity: 33.66
Gateway: common-economy, Avg Temp: 33.29, Avg Humidity: 42.90
Gateway: course-trade-will, Avg Temp: 47.42, Avg Humidity: 30.68
Gateway: trip-cold-talk-nor, Avg Temp: 22.19, Avg Humidity: 36.91
Gateway: meet-most-several, Avg Temp: 31.22, Avg Humidity: 62.58
Gateway: player-check, Avg Temp: -6.79, Avg Humidity: 14.35
Gateway: subject-range, Avg Temp: -8.45, Avg Humidity: 61.11
Gateway: behavior-free-tree, Avg Temp: 16.37, Avg Humidity: 38.87
Gateway: each-medical-stuff, Avg Temp: 29.70, Avg Humidity: 81.73
Gateway: determine-attorney, Avg Temp: 49.04, Avg Humidity: 75.04
Gateway: follow-fire-yes, Avg Temp: 34.95, Avg Humidity: 28.62
Gateway: region-no-perhaps, Avg Temp: -6.39, Avg Humidity: 64.35
Gateway: word-security-short, Avg Temp: 9.57, Avg Humidity: 28.80
Gateway: kind-perhaps-enough, Avg Temp: 35.31, Avg Humidity: 82.70
Gateway: along-tree-mind, Avg Temp: 18.70, Avg Humidity: 70.39
Gateway: new-gas-join, Avg Temp: -1.20, Avg Humidity: 11.69
Gateway: front-front-forward, Avg Temp: 42.79, Avg Humidity: 77.82
Gateway: physical-either, Avg Temp: 10.91, Avg Humidity: 54.49
Gateway: sea-level-people, Avg Temp: -9.63, Avg Humidity: 31.16
Gateway: low-when-tell-of, Avg Temp: 18.50, Avg Humidity: 41.31
Gateway: field-strong-arm, Avg Temp: 8.61, Avg Humidity: 59.72
Gateway: go-near-within, Avg Temp: 12.07, Avg Humidity: 36.33
Gateway: treat-difference, Avg Temp: 40.17, Avg Humidity: 24.29
Gateway: say-american-field, Avg Temp: 4.82, Avg Humidity: 24.60
Gateway: many-travel-very, Avg Temp: 47.57, Avg Humidity: 84.35
Gateway: pull-technology, Avg Temp: 10.28, Avg Humidity: 81.92
Gateway: argue-clear-push, Avg Temp: 10.70, Avg Humidity: 32.34
Gateway: tv-memory-pay-high, Avg Temp: 43.14, Avg Humidity: 33.22
Gateway: live-agree-growth, Avg Temp: 18.61, Avg Humidity: 86.32
Gateway: security-suddenly, Avg Temp: 22.23, Avg Humidity: 44.04
Gateway: pressure-tend, Avg Temp: 38.73, Avg Humidity: 62.95
Gateway: face-join-mother, Avg Temp: -7.21, Avg Humidity: 11.20
Gateway: sometimes-sea-beat, Avg Temp: 46.71, Avg Humidity: 29.94
Gateway: really-federal, Avg Temp: 46.38, Avg Humidity: 86.00
Gateway: course-already-my, Avg Temp: 44.43, Avg Humidity: 87.65
Gateway: same-expect-least, Avg Temp: 35.91, Avg Humidity: 33.82
Gateway: exactly-study, Avg Temp: -8.96, Avg Humidity: 39.12
Gateway: blood-whether-sure, Avg Temp: 19.54, Avg Humidity: 55.12
Gateway: ask-card-tree-drop, Avg Temp: 13.32, Avg Humidity: 60.19
Gateway: dark-beautiful, Avg Temp: -8.35, Avg Humidity: 72.20
Gateway: current-arm-girl, Avg Temp: 30.11, Avg Humidity: 17.20
Gateway: former-voice, Avg Temp: 9.26, Avg Humidity: 63.24
Gateway: section-note, Avg Temp: -6.22, Avg Humidity: 42.89
Gateway: admit-seem-debate, Avg Temp: 30.19, Avg Humidity: 53.83
Gateway: trade-hundred, Avg Temp: 30.80, Avg Humidity: 19.08
Gateway: religious-again, Avg Temp: -8.43, Avg Humidity: 41.96
Gateway: identify-upon-boy, Avg Temp: 46.54, Avg Humidity: 19.73
Gateway: meet-reality, Avg Temp: -4.25, Avg Humidity: 22.75
Gateway: director-field-idea, Avg Temp: 24.26, Avg Humidity: 46.53
Gateway: state-song-any, Avg Temp: -1.81, Avg Humidity: 38.50
Gateway: section-would-hard, Avg Temp: 47.97, Avg Humidity: 64.77
Gateway: eat-stay-cultural, Avg Temp: 38.72, Avg Humidity: 75.50
Gateway: that-herself, Avg Temp: 15.14, Avg Humidity: 64.87
Gateway: painting-young, Avg Temp: 40.57, Avg Humidity: 52.27
Gateway: executive-week, Avg Temp: -7.93, Avg Humidity: 64.92
Gateway: land-business, Avg Temp: 11.94, Avg Humidity: 70.91
Gateway: character-drug, Avg Temp: 46.97, Avg Humidity: 85.88
Gateway: at-institution, Avg Temp: 29.63, Avg Humidity: 79.02
Gateway: national-pm-catch, Avg Temp: 3.74, Avg Humidity: 29.55
Gateway: near-follow-town, Avg Temp: 7.09, Avg Humidity: 68.28
Gateway: big-for-operation, Avg Temp: 11.00, Avg Humidity: 50.90
Gateway: discuss-however-cup, Avg Temp: -7.02, Avg Humidity: 59.07
Gateway: pull-national-how, Avg Temp: 23.23, Avg Humidity: 55.97
Gateway: treatment-smile-up, Avg Temp: 14.30, Avg Humidity: 19.73
Gateway: fine-cover, Avg Temp: 44.30, Avg Humidity: 47.96
Gateway: free-staff-check, Avg Temp: 42.74, Avg Humidity: 24.61
Gateway: imagine-here, Avg Temp: 23.80, Avg Humidity: 88.59
Gateway: marriage-toward, Avg Temp: 35.46, Avg Humidity: 88.43
Gateway: interesting-summer, Avg Temp: 48.16, Avg Humidity: 16.10
Gateway: figure-common-begin, Avg Temp: 17.97, Avg Humidity: 46.03
Gateway: student-manager, Avg Temp: 46.69, Avg Humidity: 85.68
Gateway: cold-seven-back, Avg Temp: 49.30, Avg Humidity: 42.02
Gateway: box-thought, Avg Temp: 10.40, Avg Humidity: 24.49
Gateway: yourself-move-we, Avg Temp: 41.74, Avg Humidity: 59.39
Gateway: teacher-between, Avg Temp: -0.80, Avg Humidity: 67.01
Gateway: purpose-government, Avg Temp: 13.67, Avg Humidity: 27.06
Gateway: almost-moment, Avg Temp: 13.23, Avg Humidity: 60.81
Gateway: north-movie-true, Avg Temp: 3.70, Avg Humidity: 63.73
Gateway: city-light-house, Avg Temp: 1.98, Avg Humidity: 37.95
Gateway: real-art-yourself, Avg Temp: 2.12, Avg Humidity: 36.01
Gateway: person-certainly, Avg Temp: 42.44, Avg Humidity: 20.39
Gateway: family-government, Avg Temp: 18.40, Avg Humidity: 37.39
Gateway: teach-sign-speech, Avg Temp: 7.00, Avg Humidity: 36.13
Gateway: large-whether-keep, Avg Temp: 40.65, Avg Humidity: 35.06
Gateway: ten-very-where, Avg Temp: 43.72, Avg Humidity: 67.08
Gateway: those-manage-create, Avg Temp: 46.11, Avg Humidity: 51.17
Gateway: approach-guy-mouth, Avg Temp: 43.17, Avg Humidity: 37.15
Gateway: site-green-claim, Avg Temp: 33.92, Avg Humidity: 52.56
Gateway: one-religious, Avg Temp: 26.26, Avg Humidity: 48.91
Gateway: memory-arm, Avg Temp: 33.52, Avg Humidity: 81.70
Gateway: military-until, Avg Temp: 48.09, Avg Humidity: 38.09
Gateway: suffer-seat-how, Avg Temp: 8.96, Avg Humidity: 41.30
Gateway: analysis-material, Avg Temp: 7.31, Avg Humidity: 75.87
Gateway: tend-design-central, Avg Temp: 15.63, Avg Humidity: 46.62
Gateway: staff-any-upon, Avg Temp: 17.94, Avg Humidity: 21.36
Gateway: another-identify, Avg Temp: 21.57, Avg Humidity: 51.89
Gateway: right-law-building, Avg Temp: 27.29, Avg Humidity: 41.60
Gateway: air-letter-certain, Avg Temp: 43.58, Avg Humidity: 63.03
Gateway: we-get-almost, Avg Temp: 24.11, Avg Humidity: 14.06
Gateway: hit-value-among, Avg Temp: 33.43, Avg Humidity: 24.33
Gateway: business-tax, Avg Temp: 17.86, Avg Humidity: 64.88
Gateway: foreign-month-save, Avg Temp: 11.67, Avg Humidity: 67.39
Gateway: your-simply-able, Avg Temp: 45.25, Avg Humidity: 51.86
Gateway: new-north-hot, Avg Temp: 17.46, Avg Humidity: 37.53
Gateway: foot-natural-trade, Avg Temp: 20.67, Avg Humidity: 57.70
Gateway: collection-help, Avg Temp: 3.57, Avg Humidity: 79.85
Gateway: what-nice-human, Avg Temp: 32.79, Avg Humidity: 40.60
Gateway: several-company, Avg Temp: 47.65, Avg Humidity: 80.64
Gateway: say-produce-relate, Avg Temp: 38.59, Avg Humidity: 88.98
Gateway: discussion-country, Avg Temp: -3.97, Avg Humidity: 88.73
Gateway: outside-boy-fine-ok, Avg Temp: 11.32, Avg Humidity: 61.78
Gateway: order-place-from, Avg Temp: 39.95, Avg Humidity: 51.62
Gateway: someone-event-fast, Avg Temp: 16.56, Avg Humidity: 69.92
Gateway: director-subject, Avg Temp: 8.89, Avg Humidity: 14.44
Gateway: present-approach, Avg Temp: -2.78, Avg Humidity: 79.39
Gateway: heart-religious, Avg Temp: 25.15, Avg Humidity: 65.06
Gateway: month-ground-hair, Avg Temp: 1.06, Avg Humidity: 88.51
Gateway: employee-popular, Avg Temp: 47.24, Avg Humidity: 57.26
Gateway: long-sister-finally, Avg Temp: 40.52, Avg Humidity: 12.25
Gateway: ready-store-and, Avg Temp: 2.47, Avg Humidity: 57.19
Gateway: partner-charge-art, Avg Temp: 22.51, Avg Humidity: 24.84
Gateway: bar-score-long, Avg Temp: 16.96, Avg Humidity: 11.73
Gateway: get-give-bar, Avg Temp: 32.63, Avg Humidity: 81.25
Gateway: go-perhaps-item, Avg Temp: -6.77, Avg Humidity: 22.04
Gateway: after-four-meeting, Avg Temp: 38.43, Avg Humidity: 83.33
Gateway: drive-building-star, Avg Temp: 2.80, Avg Humidity: 58.02
Gateway: kitchen-lay, Avg Temp: 0.67, Avg Humidity: 66.68
Gateway: sign-later-door, Avg Temp: 11.71, Avg Humidity: 54.68
Gateway: probably-or, Avg Temp: 19.82, Avg Humidity: 80.22
Gateway: purpose-tv-be-very, Avg Temp: 2.76, Avg Humidity: 54.00
Gateway: once-hospital, Avg Temp: -3.88, Avg Humidity: 43.39
Gateway: forget-bar-answer, Avg Temp: 2.91, Avg Humidity: 38.22
Gateway: represent-sign, Avg Temp: 39.03, Avg Humidity: 61.10
Gateway: traditional, Avg Temp: -9.46, Avg Humidity: 55.06
Gateway: good-beat-to, Avg Temp: 10.78, Avg Humidity: 85.61
Gateway: look-late-foot, Avg Temp: 47.24, Avg Humidity: 73.26
Gateway: culture-former-hot, Avg Temp: 26.96, Avg Humidity: 50.30
Gateway: different-any-next, Avg Temp: 8.69, Avg Humidity: 31.05
Gateway: you-pull-travel, Avg Temp: 27.14, Avg Humidity: 16.33
Gateway: oil-worry-newspaper, Avg Temp: 21.33, Avg Humidity: 79.34
Gateway: throw-democrat, Avg Temp: 9.21, Avg Humidity: 69.23
Gateway: hotel-direction, Avg Temp: 18.42, Avg Humidity: 58.09
Gateway: mother-thought, Avg Temp: 10.55, Avg Humidity: 76.24
Gateway: ground-writer, Avg Temp: -5.31, Avg Humidity: 49.16
Gateway: hotel-ready-artist, Avg Temp: -8.92, Avg Humidity: 35.55
Gateway: himself-beyond, Avg Temp: -7.93, Avg Humidity: 77.48
Gateway: standard-collection, Avg Temp: -5.12, Avg Humidity: 39.37
Gateway: community-perhaps, Avg Temp: 9.50, Avg Humidity: 85.14
Gateway: offer-from-red, Avg Temp: 34.40, Avg Humidity: 51.28
Gateway: vote-speech-task, Avg Temp: -2.95, Avg Humidity: 70.39
Gateway: perhaps-during, Avg Temp: -7.87, Avg Humidity: 72.65
Gateway: congress-cut-as-sea, Avg Temp: 31.30, Avg Humidity: 41.07
Gateway: population-through, Avg Temp: 31.53, Avg Humidity: 33.29
Gateway: speech-mention, Avg Temp: 39.82, Avg Humidity: 18.12
Gateway: design-budget-plant, Avg Temp: 3.16, Avg Humidity: 11.42
Gateway: cold-condition, Avg Temp: -4.99, Avg Humidity: 18.96
Gateway: rate-can-child-bed, Avg Temp: 35.19, Avg Humidity: 39.22
Gateway: picture-management, Avg Temp: -6.00, Avg Humidity: 35.47
Gateway: effort-rest-heavy, Avg Temp: 5.20, Avg Humidity: 27.37
Gateway: dark-kid-country, Avg Temp: 34.42, Avg Humidity: 20.38
Gateway: price-age-health, Avg Temp: -0.78, Avg Humidity: 58.82
Gateway: son-reason-peace, Avg Temp: 12.50, Avg Humidity: 77.30
Gateway: daughter-plan, Avg Temp: 3.45, Avg Humidity: 10.36
Gateway: occur-force-college, Avg Temp: -8.45, Avg Humidity: 89.55
Gateway: recognize-much, Avg Temp: 11.72, Avg Humidity: 57.98
Gateway: cost-local-who, Avg Temp: 17.82, Avg Humidity: 48.39
Gateway: around-sea, Avg Temp: 13.48, Avg Humidity: 45.54
Gateway: agreement-player, Avg Temp: -6.81, Avg Humidity: 62.35
Gateway: ask-effort-paper, Avg Temp: 35.97, Avg Humidity: 17.78
Gateway: time-society-player, Avg Temp: 10.28, Avg Humidity: 67.43
Gateway: list-work-person, Avg Temp: 5.99, Avg Humidity: 78.70
Gateway: the-deal-air-wonder, Avg Temp: 9.00, Avg Humidity: 72.93
Gateway: future-beat, Avg Temp: 5.09, Avg Humidity: 69.35
